reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
9494c302-97b5-4dda-ab93-379f20225443,KOMERING CITY,https://play-lh.googleusercontent.com/a-/ALV-UjXXbsN0bNXxMhHyUvaf38VN18VJgfe-EW0UkVoWo1D4KuDI-QT8,"Suka banget pake Go jek Drivernya baik dan sopan,",5,0,4.85.3,2024-04-28 15:23:10,,,4.85.3
a74e36eb-824a-4f01-a229-a677ad9b6d75,Raena Elizabeth Soenser,https://play-lh.googleusercontent.com/a-/ALV-UjUrgUSwdTm3IfmRww8uhCppp4dml54oQjSAaJKCdwdcP-kDss4,Membantu,5,0,4.84.1,2024-04-28 15:22:29,,,4.84.1
8bb00ca0-e575-41b6-9908-565809ff25f6,Chandra,https://play-lh.googleusercontent.com/a-/ALV-UjXDUtvwh7fCba-h8TH_QW0FMu91Fnjcz1QEQ51kpx0T_TkbEvhx,"Baru ngerasain gofood beli mie gacoan. Gw kira,langsung diantar. Ternyata dibarengin dong. Ada 2 drop an. Yg ke 3 gw. Pas giliran gw diantar,pesanan main terselesaikan. Minta no wa. Wa itu privasi ya. Ga sembarangan kasih no wa ke orang. Kapok mesen makanan disini. Udah harga beda Rb. Beli banyak. Ongkos mahal. Tapi pelayan driver sangat² mengecewakan",1,1,4.83.1,2024-04-28 15:17:33,"Hai Kak Chandra, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Ve",2024-04-29 01:47:35,4.83.1
298a38ba-1b63-4790-8e2a-ba10c552baaf,Budi Prasetyo (BHEZOE),https://play-lh.googleusercontent.com/a-/ALV-UjVZXPwBzNKKMj9cWiQii0f-td0fBATPoPslsNNuuusQJ-5W1Cs,Kenapa saya selalu mendapatkan driver di titik yg jauh dr lokasi...sedangkan di dekat saya begitu banyaknya driver... bukannya itu memakan waktu dan jg menyebabkan resiko buat drivernya jika terburu² untuk tiba di lokasi..mengapa aplikadi sekarang begitu memberatkan driver sehingga bnyk pembatalan dr driver karna jarak yg jauh dr titik lokasi...coba tolong di oerbaiki lg aplikasinya untuk penjemputan orderannya jangan terlalu jauh dr driver,1,2,4.85.3,2024-04-28 15:13:05,"Hai Kak Budi, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Ve",2024-04-29 01:41:00,4.85.3
61768b4e-91d2-4886-a7a7-e0456e0ae652,Budi Ardiansyah,https://play-lh.googleusercontent.com/a/ACg8ocLUcQbg0jERaccHJOP8_y42xTaJuQ9Jk242vn1SYyHPUmaWzA=mo,Gojek taik lama x nyelesaikan masalah,2,1,4.83.1,2024-04-28 15:07:45,"Hai Kak Budi, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Ve",2024-04-29 01:39:03,4.83.1
1435c331-294c-4d09-a7bb-866b12573078,Hizbullah Masa depan,https://play-lh.googleusercontent.com/a/ACg8ocIzg6M2x91alYau587iCAY-xO9_qiR80rDHcgt0Ty9I-BdzVg=mo,Terbaik,5,0,4.85.3,2024-04-28 15:07:33,,,4.85.3
226c91b0-c4b8-45f3-8bb9-42ca27485427,Iksan Fijay,https://play-lh.googleusercontent.com/a-/ALV-UjUz1JF7d9xXEWUTXmSaRHUs2-W65qkc2GV7XaFvzdfpmvIfTPU,"Parah di serang banten rata² driver nya, pada minta naik harga, gamau sesuai aplikasi😡😡😡 bukan nya gamau, tapi nnti juga ngarti ko, pasti di lebihin, malah ini mah matok harga semau nya",1,1,3.11.0,2024-04-28 14:59:16,"Hai Kak Iksan, mohon maaf atas ketidaknyamanannya. Jika kamu yakin bahwa driver meminta pembayaran lebih di luar harga akhir, laporkan melalui halaman Bantuan (pada menu Profil Saya) di aplikasi Gojek > ketik ""Driver saya meminta pembayaran lebih"" pada kolom pencarian. Semoga informasi ini membantu ya. ^Ve",2024-04-29 01:34:41,3.11.0
9d6c2ae5-ccf1-43b5-b624-c875cd96e12c,Nining Sujanti,https://play-lh.googleusercontent.com/a/ACg8ocK4Elzi-mbHpdi3YTiuzbZBvWKxkVrMoH98z-5tJNXqZFdJgg=mo,Membantu tetapi terkadang dapat driver susah sekali dan suka dapat driver jauh sekali dengan titik penjemputan,4,2,4.85.3,2024-04-28 14:55:16,,,4.85.3
391448c9-4c7d-4ab9-a1cd-c05652aa4534,Maulana Amir Yusuf,https://play-lh.googleusercontent.com/a-/ALV-UjVO7DfJGA6Bwv1_epHn1ONuqA-AbXm9t0StecHyCgSgV61Y6uwo8A,Driver nya ganteng ganteng,5,0,4.84.1,2024-04-28 14:54:39,,,4.84.1
6bdfff14-2e53-43fe-b0f0-a69631ad93f2,Hofar Ismail,https://play-lh.googleusercontent.com/a-/ALV-UjWeoIrKPafmebDRt0qgDA2mFgXSnhQfWrpBgfSzYLK-jjnPizYz,"bagus, tolong berikan tampilan dark mode dong",5,0,4.85.3,2024-04-28 14:51:17,,,4.85.3
9ffba079-be6e-4065-a1d3-0cd254f863e2,Rizky Ahmad,https://play-lh.googleusercontent.com/a-/ALV-UjXzBHpo9Rx-3MPKAwZLp_sQu2N-rRTy0coUgFFje0a7Y53MqqAk,Keren,5,0,4.85.3,2024-04-28 14:35:25,,,4.85.3
040f8f22-f96d-4c4a-8f4e-c822d54216df,Glorylookside,https://play-lh.googleusercontent.com/a-/ALV-UjX_uBstO363u-LlR99TZkkI-9g_BfJCedMNSWpNZE8sFlC8at8FbA,"Good app, so helpful. Thx.",5,0,4.86.1,2024-04-28 14:32:56,,,4.86.1
c2c12ace-7f94-4b77-a8b1-1fb7c81a6bb5,Yura Mi,https://play-lh.googleusercontent.com/a/ACg8ocJ4gfWJumb0xCcMHIN5ieOElPueoRjQoPxln-3LPLpFy16qdw=mo,"Kalo bisa dikasi tau ye sama para driver ""nya kebijakan setiap tempat makan itu beda ""pastinya ,jangan asal nyolot bisanya nyalahin aja alesannya cust nunggu lama lah"" makanan kok di proses waktu mereka datang ??Harusnya para driver juga sadar kenapa hal tersebut dilakukan contohnya hari raya idul Fitri kemarin Emang situ mau ganti rugi kalo ada makanan yang di cancellllllll dihari hari besar ??bisanya mulut doang koar""",1,1,,2024-04-28 14:20:46,"Hai Kak Yura, terima kasih atas ulasannya dan mohon maaf untuk kendalanya. Laporan yang Anda sampaikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika Anda memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi GoBiz Anda. ^Ve",2024-04-29 01:37:42,
dce2acd6-e9c4-4385-8a32-e2a47afe5b44,Yatiin 9695,https://play-lh.googleusercontent.com/a-/ALV-UjXfkiLKvfLE8kCy8D27sJHUXfGo8cthcBSZj1p7KIwO313_DCw,Oke,5,0,4.85.3,2024-04-28 14:18:42,,,4.85.3
bd3fbf8c-9ed5-4eec-8c56-8ef66d9eed82,Muhammad Iqbal,https://play-lh.googleusercontent.com/a-/ALV-UjX9z9U7njWCQqAYQCokEf4fWJPUSx88WKizuV_4SCtAOVOCr70,"Dapet promo cashback tp gk masuk, udh dilaporin ke cs tp ttp ga masuk, mungkin klo buat promo yg bener jangan scam. Terimakasih",1,1,,2024-04-28 14:16:05,"Hai, Kak Iqbal. Sebelum membayar di Mitra Usaha, pastikan kode promo/voucher telah diaktifkan agar kamu bisa mendapatkan cashback. Jika cashback masih belum diterima, laporkan melalui halaman Bantuan > cari artikel ""Belum terima cashback setelah bertransaksi"" di kolom pencarian > isi form yang ada di artikel. Kami siap membantu kamu. ^Ve",2024-04-29 01:31:51,
5672452d-1b9a-458f-87f1-d95acb997c78,Raghib Adham,https://play-lh.googleusercontent.com/a/ACg8ocKluIIfwcD9qK7Z_MvAm-9v8Y4LHX-ACJTarleo6rXpULo5VQ=mo,Nice,4,0,,2024-04-28 14:16:05,,,
cd100b50-2021-4ae0-84f2-d46d35c6e0e1,Putri Cc,https://play-lh.googleusercontent.com/a-/ALV-UjUZwnAeA7SKQII-iiKrvOhfT7IpNACbw9-d0QC2l33ebOWHWDg,"Promonya ga kaleng"" , masa beli makanan 35rb cuma bayar ongkir, otw ngajak"" customer eh cocok semua😂",5,0,,2024-04-28 14:15:55,,,
02993edf-3e51-4e84-a59e-8a34fca25d85,haris ramadhani,https://play-lh.googleusercontent.com/a/ACg8ocLN0j0jFp9ab6AqADZvH36xpGGZ0ZgmzFRYXdYZvEh-DrN1dg=mo,Pinjol Bunganya terlalu tinggi dan juga bulanannya terlalu sebentar,1,1,4.84.1,2024-04-28 14:14:37,"Hai Kak Haris, mohon maaf atas ketidaknyamanannya. Apakah yang dimaksud kendala GoPay Pinjam? Jika benar, agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@findaya.com dan cantumkan kode psr-24-120-0129-52340 di subjek email, ya. ^Ve",2024-04-29 01:30:27,4.84.1
c5dd1c0f-840a-4a3a-82de-069aa1f35c8d,Ritaadriati Phone,https://play-lh.googleusercontent.com/a-/ALV-UjV60swGJgDte9MfqqU1tP39GsyXfgFgNWzlvp38g-PEtdntEnI,"Payah gojek sekarang, pesan goride mau nunggu sampai 10 menit, jemputnya jauh",1,1,4.86.1,2024-04-28 13:55:48,"Hai Kak Rita, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Ve",2024-04-29 01:23:24,4.86.1
1a118e1f-f9f8-4421-a36f-978220a913a0,Pri Raharjo,https://play-lh.googleusercontent.com/a/ACg8ocL2k3nljwYyy7VCUnm0omeGIHAU9XeNmJMTsc_aMm8niC_7Rg=mo,Sangat membantu sekali...gojek is the best,5,0,4.85.3,2024-04-28 13:54:46,,,4.85.3
2ce2200c-7958-4ad9-9b78-b083ae6f25ce,nur Salam,https://play-lh.googleusercontent.com/a-/ALV-UjVx16w4WmiGnd9cLvUzpGysYo3NlPp6AsH1qdQ3Aykq3cCvzYI,Semakin ke sini semakin bikin kesal aja pesenan nunggu lama mulu,3,0,4.81.2,2024-04-28 13:52:00,"Hai Kak Nur, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2024-04-28 14:29:26,4.81.2
c6716d33-f0d8-4019-bf2a-0675d50729eb,RihantOz,https://play-lh.googleusercontent.com/a-/ALV-UjW0tFfLeV9MvbIy6LQIXwQ6m3W7txwRmRsBcJoGAXlvkq83cQfr,Bagus,5,0,4.85.3,2024-04-28 13:48:38,,,4.85.3
24027328-0438-44c1-a5e1-4c5a8e2504d4,Amat Yepeng,https://play-lh.googleusercontent.com/a/ACg8ocKfD3ZsJWKfBgUGYXf79fAd_SXHIShn-sUFmtOvFAid5JPVjw=mo,Bagus,5,0,,2024-04-28 13:46:35,,,
45ccdfb8-3215-44d6-a04a-1dbb0cda8d77,Syaifullah Hamim Thohari,https://play-lh.googleusercontent.com/a-/ALV-UjUfwikgQ-5UB80KbNOC8GjLeWTgZaYo_QFSb3HoeUBKH7BwvH94,Nice apps,5,0,4.85.3,2024-04-28 13:39:40,,,4.85.3
07dce951-dc24-4609-9297-a811d059c8ce,jefry biola,https://play-lh.googleusercontent.com/a-/ALV-UjV8gMBRFPlTHBLLGyJMjmkFUfkrsnu-iE-28GzMRyz2rYyZ9Lkd,Berguna sekali,5,0,4.86.1,2024-04-28 13:35:43,,,4.86.1
e3e0b3dd-02ee-46d0-b62d-7609638e7b27,Cong,https://play-lh.googleusercontent.com/a/ACg8ocKecoiB2HurIyglsVvvxCzZPSL7KYFLMGoEBbahm3xzfGTrzQ=mo,Akun Gojek saya tidak bisa dibuka. Bagaiman proses penyelesaiannya? Terima kasih,1,1,,2024-04-28 13:35:40,"Hai Kak, mohon maaf atas kendala yang kamu alami. Sebelum login, pastikan kamu udah pakai Gojek versi terbaru & tidak ada kendala pada akun kamu, ya. Untuk info lebih lanjut, silakan ke halaman bantuan login di aplikasi dengan cara klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" > pilih ""Saya mendapatkan notifikasi eror"". ^Tria",2024-04-28 13:58:15,
1d96e207-33eb-4ce6-bca6-0eea2bec14ab,Indra Hermawan,https://play-lh.googleusercontent.com/a-/ALV-UjXuEfkUSpnW80MDm5uAS2U0BxrriZq55e-TZc0TJ0gO0TBARqSZmg,Aplikasi gak jelas. Banyak bug. Driver sering banget gak ngambil pesanan. Udah nunggu lama tetap aja gak ada. Sering bug. GOJEK GAK JELAS,1,1,4.85.3,2024-04-28 13:31:59,"Hai Kak Indra, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Tria",2024-04-28 14:00:30,4.85.3
05ccd58c-1b9b-4359-b301-9bef0f9aea7e,Has,https://play-lh.googleusercontent.com/a-/ALV-UjU391fKoNBhaImkOCH9bc-jfd5ZlirxabLnMqZvFzjR4_hccOxzag,Keren,5,0,4.85.3,2024-04-28 13:28:47,,,4.85.3
435cf6cb-fef6-4aa4-b48b-3d7bd439eebc,Dinar Alif Prasasti,https://play-lh.googleusercontent.com/a-/ALV-UjWTJikX_T8VvN9yLsDf_r4TNjKW0KCc2PMIMAcjG66ZPGLXxNR0,Praktis bngt pke Go-Jek banyak promo pokoknya ok,5,0,4.85.3,2024-04-28 13:28:18,,,4.85.3
adbc15e0-69fb-4640-b7f0-736c3d23cb72,Udi Martapura,https://play-lh.googleusercontent.com/a/ACg8ocIY-OnlAeBBlIZpRBpgW1rpr7nWzyCb3EAzetWGSTAM8ObYnQ=mo,"Parah banget disuruh nunggu makan 1 jam lebihh🥵👎, tolong di perbaiki",1,0,4.85.3,2024-04-28 13:23:44,,,4.85.3
eccb2746-52a2-48bf-a86f-b6da80c9704a,Rizal Satriadi,https://play-lh.googleusercontent.com/a-/ALV-UjUy4Ce11NntG0egtEK3a4UFj4VQOdCd7YpyHRK66cj6joC-Y8Io,"Serba lelet, udah nunggu lama ternyata gk juga dikonfirmasi. Kecewa sama gojek",1,0,4.85.3,2024-04-28 13:21:43,"Hai Kak Rizal, mohon maaf atas ketidaknyamanannya. Laporan yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2024-04-28 14:01:52,4.85.3
8da24304-62cc-4f8b-8518-ab40118cff4c,fathurrohman,https://play-lh.googleusercontent.com/a/ACg8ocIngnOPWGMQKFEKwWpB_eFj-RwLON8p7OgKLr9yAovat-NQCg=mo,Bagus,5,0,4.85.3,2024-04-28 13:17:10,,,4.85.3
16bcde81-4e04-4d20-b818-41036f801d69,Taruno Bakti,https://play-lh.googleusercontent.com/a/ACg8ocLj_j7GnP5AJG2ImfvSAqaLi1sg4TnwLlqF8QV8Z8oOVEAOcg=mo,Mantappppp......,5,0,4.85.3,2024-04-28 13:12:49,,,4.85.3
aa8e2572-65a1-4f4b-9872-345e98befcf1,sigit sugiarto,https://play-lh.googleusercontent.com/a-/ALV-UjVJ6cwNIGXVwi5-nKZxHccHRNCKBRYqeZRJAOOcQtIuC45vhF7V,Disc menarik,5,0,4.81.1,2024-04-28 13:12:22,,,4.81.1
05cda706-0f10-4de5-8ca6-0f11cbe0a9c0,Kurniasari Agustina,https://play-lh.googleusercontent.com/a/ACg8ocLx5DeMTQ8JcbSQxJiVv9IIVfnAonIJP7xuY7csZLmSfu4alA=mo,banyakin promonya lagi ya🥰🤗😍✌️,4,0,4.85.3,2024-04-28 13:11:30,,,4.85.3
ef3c6c93-d573-42f6-87d6-331e29410cbf,Pandaan Sukorejo,https://play-lh.googleusercontent.com/a/ACg8ocJrbSX9VbupTbxaSvG2bHpRX5TKaBYjJcp-fA4XYBXUDP9IWQ=mo,good....,5,0,4.85.3,2024-04-28 13:09:15,,,4.85.3
9bc8834c-e5d9-4a6e-83a9-ea24c30881a2,jill crisya,https://play-lh.googleusercontent.com/a-/ALV-UjXDhVBh2T2dbn9zIoCvr1Iqsgqnu_CWIBFxf9PA-BviNynu3ERv,Kenapa ya gocar susah sekali dpt driver akhir akhir ini,1,0,4.85.3,2024-04-28 13:01:56,"Mohon maaf atas kendalanya, Kak Crisya. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Tria",2024-04-28 14:02:55,4.85.3
5f3cfbd3-248c-4ad7-9b31-14e19a58c020,Hans Sianturi,https://play-lh.googleusercontent.com/a-/ALV-UjVF1WJy8Wg4SyM-1MYGNFyEd25OMwLgUXur1_rKz6WZmQ5d0_Is,"Ongkir nya kayak orang ga niat kerja, masa gofood 4km ongkir sampe 50rb???, harus banyak kasih duit dulu kah baru mau kerja, ini mah orang kaya aja yang bisa make aplikasi nya",1,1,4.86.1,2024-04-28 12:58:04,"Mohon maaf atas ketidaknyamanannya, Kak Sianturi. Fokus GoFood secara keseluruhan adalah untuk terus memberikan pengalaman kuliner terbaik bagi pelanggan. Biaya Pemesanan dan Biaya Jasa GoFood digunakan untuk meningkatkan layanan kepada pengguna aplikasi, termasuk pengembangan layanan melalui inovasi dan teknologi. ^Tria",2024-04-28 14:08:36,4.86.1
2754c5fb-3ede-4f31-9371-43203ab57af1,Dedizem Wattimena,https://play-lh.googleusercontent.com/a-/ALV-UjUcNdeWvSVn75R59n8EssqHBVf4_aGtJMiGD0VW91gr-wnU0qTRBg,"Ongkir cukup mahal,, malahan lebih mahal ongkir dari harga barang,, padahal jarak tidak jauh juga.. 😬",1,1,4.5.1,2024-04-28 12:50:43,,,4.5.1
7cf35a89-8370-48fb-99d6-209aeca33247,Guntur Saputra,https://play-lh.googleusercontent.com/a/ACg8ocK2NJKjTOp8vHyiqpJLJAnH1-fyrgV_fB28b839BGDzzF2zXQ=mo,Ok,5,0,4.84.1,2024-04-28 12:50:13,,,4.84.1
8b2d4532-b7e8-4f30-b7f9-8a9ce79bb276,Hasan Basri,https://play-lh.googleusercontent.com/a-/ALV-UjWyD8Ijjw0g510ewnY1G3nmD6N9bkyHSyJRP1tarMyUkjEKAx4h,Aplikasi gopay later nya gak jelas Giliran mau dipake gak bisa. PHP doang,1,0,4.81.2,2024-04-28 12:48:09,"Hai Kak Hasan, mohon maaf atas kendala yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-24-119-1409-360058 di subjek email, ya. ^Tria",2024-04-28 14:09:43,4.81.2
0a14e691-7eca-4612-9e72-b60632c756c5,Asu Woi,https://play-lh.googleusercontent.com/a/ACg8ocLnHBJAgOxzYjawwrVVrw3xGeuHyuQIot7NK_osd55lsNmPng=mo,"GO transit eror tidak bisa dibuka, padahal sinyal bagus",1,1,,2024-04-28 12:43:40,"Hai Kak, mohon maaf atas kendalanya. Pastikan kamu sudah menggunakan aplikasi Gojek versi terbaru, ya. Jika masih berkendala, silakan laporkan melalui halaman Bantuan > ketik ""Kendala tampilan dan notifikasi"" di kolom pencarian > pilih artikel dan lengkapi formulirnya. Kami siap membantu. ^Tria",2024-04-28 14:27:05,
79d1c439-16db-46c0-9551-76a3d77d173d,805 max1,https://play-lh.googleusercontent.com/a/ACg8ocKPcovkikV3xOSObtRNg90q_bStWjLXXrHzFrD-7IAsLoJMYQ=mo,"Tolong buat aplikasi Go-Jek ,kalo dapat pickup driver jangan jauh jauh ,kasihan buat driver ,,,,harga tidak seberapa tapi jarak driver ke titik tujuan lebih 1 km , setidaknya jarak antar titik tujuan dengan driver sewajarnya aja. Btw saya customer bukan deiver",3,1,4.83.1,2024-04-28 12:43:38,"Hai Kak, mohon maaf atas ketidaknyamanannya. Kritik dan saran yang kamu berikan akan menjadi masukan bagi kami untuk terus meningkatkan kualitas layanan kami ke depannya. Jika kamu memiliki pertanyaan atau kendala lainnya, silakan kunjungi menu Bantuan di aplikasi Gojek kamu. ^Tria",2024-04-28 14:28:15,4.83.1
7bf22f73-3611-4c61-90f5-8fecd1068fb3,Nabila,https://play-lh.googleusercontent.com/a-/ALV-UjXnDboUcg95ZIYvWytP22_6AzJgwWZC3VGJKqWGdNm7U4OIqdw,"Aplikasi lag, trus lg mw cek harga total food kepencet lg karena aplikasi lag,,eh tiba-tiba langsung pesan makanan dan gak bisa dibatalkan...Any1ngg bgt",1,0,4.82.1,2024-04-28 12:42:26,"Hai Kak Nabila, mohon maaf atas ketidaknyamanannya. Ke depannya, jika kamu mengalami hal serupa, klik 'Butuh Bantuan' pada halaman pemesanan, lalu pilih alasan pembatalan yang sesuai, ya. Pesananmu akan dicek terlebih dulu. Jika kamu memiliki pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek. ^Tria",2024-04-28 14:11:30,4.82.1
f6dc9fcb-e7d9-411f-bdde-0a730f068d17,Maylisa Nelty,https://play-lh.googleusercontent.com/a/ACg8ocJ6aEIwvvtua-R7gvIvsOkz4kcrtZoFdtXxAYGF9z5wTTT99mba=mo,Banyak promo,5,0,4.86.1,2024-04-28 12:38:03,,,4.86.1
41416991-b85e-4ffb-8fde-8f9dd4c009c4,charmin gsa,https://play-lh.googleusercontent.com/a-/ALV-UjXPK2t4TLFf3g74Af8QT9ouV65gnt2Ilrj_ZIJfkMijfbjK-I8,Sangat membantu,5,0,4.85.3,2024-04-28 12:36:50,,,4.85.3
9a9cc553-f2a0-4617-b144-2a4222e7a552,Alzan Good,https://play-lh.googleusercontent.com/a-/ALV-UjUI2womOdfHYic4VD03vDCgSQVo_fhwG0-i0xdT07AcX_NAUYU,Bagus sekali,5,0,4.85.3,2024-04-28 12:36:34,,,4.85.3
c43fd6f3-ed9a-4506-a2e6-b4eae1b2a0e4,Ardhan sifaun,https://play-lh.googleusercontent.com/a-/ALV-UjXQxETPQgyKLB-1L5lfU9OFxxNmm9SoZVgeYnztIYC1vVYqBXwo,boleh,5,0,4.85.3,2024-04-28 12:36:22,,,4.85.3
